Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,,,Predicted Price
IndiGo,18/05/2019,Delhi,Cochin,DEL ? MAA ? COK,07:15,12:30,5h 15m,1 stop,No info,,,6.01E+03
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,09:30 16 Mar,16h 35m,1 stop,In-flight meal not included,,,1.14E+04
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,,,6.00E+03
Air India,09/03/2019,Banglore,New Delhi,BLR ? BOM ? AMD ? DEL,17:25,23:55 13 Mar,30h 30m,2 stops,No info,,,1.25E+04
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,,,5.41E+03
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 13 Jun,11h 5m,1 stop,No info,,,9.59E+03
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 16 Jun,18h 45m,2 stops,No info,,,1.13E+04
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,19:50 10 Jun,23h 50m,1 stop,In-flight meal not included,,,1.15E+04
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 13 Jun,18h,1 stop,No info,,,1.12E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,21:05 25 May,28h 5m,1 stop,No info,,,1.34E+04
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,10:05 07 Jun,27h 35m,1 stop,No info,,,1.11E+04
SpiceJet,18/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,2h 30m,non-stop,No info,,,4.02E+03
SpiceJet,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,,,2.57E+03
SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,,,3.81E+03
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,13:10,16:10,3h,non-stop,No info,,,5.97E+03
Vistara,09/03/2019,Banglore,New Delhi,BLR ? DEL,21:10,00:05 10 Mar,2h 55m,non-stop,No info,,,6.94E+03
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,No info,,,1.36E+04
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,,,1.95E+04
IndiGo,1/04/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 02 Apr,2h 50m,non-stop,No info,,,3.96E+03
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00 13 Jun,27h,1 stop,In-flight meal not included,,,1.06E+04
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,18:50 22 Mar,24h 25m,2 stops,In-flight meal not included,,,1.07E+04
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:40,13h 10m,1 stop,In-flight meal not included,,,1.12E+04
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:15,11h 15m,1 stop,No info,,,1.35E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,10:05 25 May,17h 35m,1 stop,In-flight meal not included,,,1.21E+04
SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,,,3.84E+03
IndiGo,1/04/2019,Kolkata,Banglore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,,,4.19E+03
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 22 May,26h 55m,2 stops,No info,,,1.33E+04
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,09:35,04:25 07 Jun,18h 50m,2 stops,No info,,,1.22E+04
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 07 Jun,6h 30m,1 stop,No info,,,7.44E+03
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:15,8h 55m,1 stop,No info,,,8.41E+03
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:25,5h 20m,1 stop,No info,,,6.13E+03
Air Asia,27/03/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:15,14h 20m,1 stop,No info,,,7.24E+03
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,,,8.40E+03
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,08:15 16 Mar,10h 50m,1 stop,In-flight meal not included,,,1.37E+04
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,13:15 13 Mar,16h 40m,1 stop,In-flight meal not included,,,1.18E+04
Jet Airways,6/05/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,,,6.53E+03
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 02 Jun,7h 45m,1 stop,No info,,,8.17E+03
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,,,3.87E+03
IndiGo,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,06:40,21:20,14h 40m,2 stops,No info,,,9.71E+03
IndiGo,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,non-stop,No info,,,2.28E+03
SpiceJet,21/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 22 Apr,2h 55m,non-stop,No info,,,4.49E+03
GoAir,18/03/2019,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,,,6.82E+03
IndiGo,15/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,,,5.85E+03
Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,01:30 13 Jun,13h 50m,1 stop,No info,,,7.83E+03
Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,11:10 25 Mar,25h 45m,1 stop,No info,,,8.25E+03
GoAir,09/03/2019,Banglore,New Delhi,BLR ? DEL,11:40,14:35,2h 55m,non-stop,No info,,,6.94E+03
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,09:00 02 Mar,10h 10m,1 stop,No info,,,3.24E+04
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 10 Jun,18h 45m,2 stops,No info,,,1.12E+04
SpiceJet,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,,,2.64E+03
IndiGo,21/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,,,3.72E+03
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 19 May,8h 40m,1 stop,In-flight meal not included,,,1.29E+04
Jet Airways,6/06/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,,,7.92E+03
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,23:35 07 Jun,28h 40m,1 stop,No info,,,1.10E+04
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35 02 Apr,27h 10m,1 stop,No info,,,1.01E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,14:25 25 May,21h 25m,1 stop,In-flight meal not included,,,1.06E+04
Air India,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,09:25 04 Mar,20h 20m,2 stops,No info,,,1.31E+04
SpiceJet,01/03/2019,Banglore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,non-stop,No info,,,1.64E+04
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,01:30 19 May,11h 30m,1 stop,No info,,,1.35E+04
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:00,12h,1 stop,No info,,,1.16E+04
Air India,9/05/2019,Delhi,Cochin,DEL ? MAA ? COK,09:45,09:25 10 May,23h 40m,1 stop,No info,,,7.55E+03
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,04:25 19 May,15h 25m,1 stop,In-flight meal not included,,,1.24E+04
Multiple carriers,24/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,,,9.91E+03
IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 04 Apr,2h 40m,non-stop,No info,,,4.18E+03
Air India,6/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,05:00,07:40 07 Jun,26h 40m,2 stops,No info,,,1.07E+04
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,05:05 02 Mar,15h,1 stop,No info,,,2.91E+04
IndiGo,21/05/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,,,4.84E+03
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,,,4.83E+03
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 28 Jun,7h 30m,1 stop,No info,,,1.24E+04
SpiceJet,12/06/2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,,,3.59E+03
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,19:00 10 May,22h 5m,1 stop,No info,,,1.24E+04
SpiceJet,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,,,5.34E+03
Jet Airways,6/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,,,5.94E+03
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,23:35 07 Jun,28h 40m,1 stop,In-flight meal not included,,,1.10E+04
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,20:45 25 May,28h 15m,1 stop,In-flight meal not included,,,1.15E+04
Air India,3/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,04:40 04 Apr,9h 40m,1 stop,No info,,,4.83E+03
IndiGo,21/05/2019,Banglore,Delhi,BLR ? DEL,05:30,08:20,2h 50m,non-stop,No info,,,4.13E+03
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,,,1.45E+04
IndiGo,27/04/2019,Banglore,Delhi,BLR ? DEL,08:30,11:20,2h 50m,non-stop,No info,,,5.05E+03
Jet Airways,15/04/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,No info,,,6.40E+03
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,11:45,12:35 10 Jun,24h 50m,2 stops,No info,,,1.38E+04
IndiGo,21/03/2019,Banglore,New Delhi,BLR ? DEL,23:30,02:20 19 Mar,2h 50m,non-stop,No info,,,5.58E+03
SpiceJet,3/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No check-in baggage included,,,3.86E+03
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,05:05 16 Mar,12h 10m,1 stop,No info,,,1.50E+04
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 16 May,24h 40m,1 stop,No info,,,1.39E+04
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,18:50 22 Mar,24h 35m,1 stop,In-flight meal not included,,,1.21E+04
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:30 16 Jun,14h,1 stop,No info,,,1.34E+04
Air India,6/03/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,21:30,19:15 07 Mar,21h 45m,2 stops,No info,,,1.23E+04
Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,,,5.84E+03
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,,,1.09E+04
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:15,10h 45m,1 stop,No info,,,8.52E+03
IndiGo,9/05/2019,Banglore,Delhi,BLR ? DEL,21:15,00:15 10 May,3h,non-stop,No info,,,3.94E+03
SpiceJet,09/03/2019,Banglore,New Delhi,BLR ? DEL,09:35,12:30,2h 55m,non-stop,No info,,,6.39E+03
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,04:25 04 Jun,10h,2 stops,No info,,,1.34E+04
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:35 07 Mar,6h 35m,1 stop,No info,,,1.56E+04
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,09:15,10:45,1h 30m,non-stop,No info,,,4.20E+03
Air India,27/04/2019,Banglore,Delhi,BLR ? DEL,06:10,08:55,2h 45m,non-stop,No info,,,5.58E+03
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,10:45,04:25 22 Mar,17h 40m,2 stops,No info,,,9.10E+03
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,In-flight meal not included,,,1.32E+04
IndiGo,21/06/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,,,4.80E+03
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,,,1.33E+04
Multiple carriers,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,In-flight meal not included,,,1.50E+04
Jet Airways,12/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,06:45,04:25 13 Jun,21h 40m,2 stops,In-flight meal not included,,,1.22E+04
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,15:15 13 Mar,20h 20m,1 stop,In-flight meal not included,,,1.15E+04
Vistara,15/05/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,,,6.25E+03
Vistara,6/04/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,2h 50m,non-stop,No info,,,5.51E+03
Air Asia,9/06/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 10 Jun,2h 30m,non-stop,No info,,,4.25E+03
Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,,,1.25E+04
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,18:15,9h 50m,1 stop,No info,,,1.13E+04
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,20:20 13 May,27h 20m,1 stop,No info,,,9.18E+03
GoAir,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,,,9.25E+03
Air India,6/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,19:15 07 Mar,37h 20m,2 stops,No info,,,1.39E+04
Air India,18/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,08:15,12:15,4h,1 stop,No info,,,6.12E+03
Jet Airways,1/05/2019,Banglore,Delhi,BLR ? DEL,06:00,08:45,2h 45m,non-stop,No info,,,4.94E+03
Air India,6/05/2019,Delhi,Cochin,DEL ? RPR ? NAG ? BOM ? COK,05:15,19:15 07 May,38h,3 stops,No info,,,1.07E+04
Jet Airways,03/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,08:15 07 Mar,23h 20m,1 stop,In-flight meal not included,,,1.49E+04
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,07:05,08:30,1h 25m,non-stop,In-flight meal not included,,,4.56E+03
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,20:40,14h 10m,1 stop,No info,,,1.13E+04
Jet Airways,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,1h 30m,non-stop,No info,,,1.37E+04
Air India,15/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,,,1.32E+04
IndiGo,21/05/2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,5h 25m,1 stop,No info,,,6.50E+03
SpiceJet,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 28 Jun,1h 30m,non-stop,No info,,,1.97E+03
Vistara,3/05/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,,,4.89E+03
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,21:00,8h 10m,1 stop,No info,,,1.61E+04
Air Asia,21/03/2019,Kolkata,Banglore,CCU ? BLR,19:35,22:05,2h 30m,non-stop,No info,,,4.50E+03
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,,,1.50E+04
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 10 Jun,15h 10m,1 stop,No info,,,7.16E+03
GoAir,1/04/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,2h 50m,non-stop,No info,,,4.17E+03
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,22:05 16 May,25h 40m,1 stop,No info,,,1.38E+04
IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,01:30 04 Jun,16h 15m,1 stop,No info,,,6.90E+03
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,,,7.19E+03
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,10:05 10 May,27h 35m,1 stop,No info,,,9.67E+03
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,08:15 13 Jun,25h 45m,1 stop,No info,,,1.04E+04
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,,,1.13E+04
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:00,12h 20m,1 stop,No info,,,1.09E+04
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 10 Jun,12h 30m,1 stop,No info,,,8.69E+03
Air India,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,,,8.85E+03
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? JAI ? DEL ? HYD,11:35,15:15 07 Mar,27h 40m,2 stops,No info,,,1.45E+04
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,15:10,20:00,4h 50m,1 stop,No info,,,6.01E+03
Jet Airways,3/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,,,5.12E+03
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,23:35,14h,1 stop,No info,,,1.32E+04
Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,09:05 07 May,12h 45m,1 stop,No info,,,8.54E+03
SpiceJet,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No info,,,2.57E+03
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,16:20 25 May,20h 20m,1 stop,In-flight meal not included,,,1.09E+04
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,,,5.24E+03
IndiGo,6/05/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,,,3.59E+03
SpiceJet,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 13 Jun,1h 30m,non-stop,No info,,,2.02E+03
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,10:05 07 Jun,12h 55m,1 stop,In-flight meal not included,,,1.35E+04
Multiple carriers,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,15:30,6h 30m,1 stop,In-flight meal not included,,,1.54E+04
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,18:15,11h 45m,1 stop,No info,,,1.14E+04
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,16:20,7h 55m,1 stop,No info,,,1.13E+04
IndiGo,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,21:00,6h,1 stop,No info,,,7.62E+03
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:35 28 Mar,8h 5m,1 stop,No info,,,1.06E+04
Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,18:50 04 Mar,25h 20m,1 stop,No info,,,1.73E+04
IndiGo,12/06/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,12:10,7h 5m,1 stop,No info,,,6.66E+03
Vistara,9/05/2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,,,6.30E+03
Air India,15/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,,,9.10E+03
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,,,2.23E+03
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,16:20 10 Jun,19h 10m,1 stop,No info,,,1.13E+04
Vistara,6/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,10:45 07 May,27h 35m,1 stop,No info,,,8.78E+03
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,No info,,,1.37E+04
IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,20:30,01:35 07 Mar,5h 5m,1 stop,No info,,,1.09E+04
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,12:35 04 Jun,21h 35m,1 stop,In-flight meal not included,,,1.05E+04
Air India,9/03/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 10 Mar,30h 20m,2 stops,No info,,,2.00E+04
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,,,3.05E+03
Air India,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,11:10 07 May,25h 45m,1 stop,No info,,,8.59E+03
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,22:35,8h 30m,1 stop,No info,,,1.29E+04
Air Asia,27/05/2019,Delhi,Cochin,DEL ? BLR ? COK,20:45,06:35 28 May,9h 50m,1 stop,No info,,,6.72E+03
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,,,1.55E+04
Air India,9/06/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,08:55 10 Jun,23h 5m,2 stops,No info,,,1.42E+04
SpiceJet,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 25 Jun,1h 30m,non-stop,No info,,,1.98E+03
IndiGo,6/06/2019,Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,non-stop,No info,,,5.92E+03
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,11:25 13 Mar,16h 30m,1 stop,No info,,,1.16E+04
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:30,5h 15m,1 stop,No info,,,5.91E+03
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 19 May,23h 50m,2 stops,No info,,,1.58E+04
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,13h 15m,1 stop,No info,,,9.57E+03
Vistara,15/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 16 May,25h 55m,1 stop,No info,,,8.50E+03
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:15,11h 45m,1 stop,No info,,,8.64E+03
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,19:00 19 May,19h 55m,2 stops,No info,,,1.53E+04
Air Asia,18/06/2019,Banglore,Delhi,BLR ? DEL,04:55,07:45,2h 50m,non-stop,No info,,,4.20E+03
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:15,10h 30m,1 stop,No info,,,8.64E+03
Air India,21/05/2019,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,08:55 22 May,18h 25m,2 stops,No info,,,1.51E+04
Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,,,5.19E+03
GoAir,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,,,6.83E+03
Air India,03/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,06:55,10:50 07 Mar,27h 55m,1 stop,No info,,,1.24E+04
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,No info,,,1.14E+04
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,,,6.13E+03
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,09:45,22:20,12h 35m,1 stop,No info,,,9.06E+03
GoAir,15/05/2019,Delhi,Cochin,DEL ? AMD ? COK,07:25,13:35,6h 10m,1 stop,No info,,,5.88E+03
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 19 May,26h 55m,2 stops,In-flight meal not included,,,1.38E+04
Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,,,6.69E+03
IndiGo,3/04/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,,,4.21E+03
Vistara,12/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,10:45 13 May,27h 35m,1 stop,No info,,,9.00E+03
Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,,,3.38E+03
IndiGo,15/05/2019,Banglore,Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,,,4.82E+03
IndiGo,1/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,01:30 02 May,14h 5m,1 stop,No info,,,7.16E+03
